internship_id,title,organization,sector_tags,description,responsibilities,required_qualifications,preferred_skills,stipend,location_city,location_district,location_state,location_pincode,remote_allowed,duration_weeks,start_date,application_deadline,eligibility_min_qualification,url,posted_date,source,one_line_summary
INT2108,Agriculture Intern - Ophthalmologist,Sami-Lalla,agriculture,"Culpa nostrum iure veritatis. Amet officia quis aspernatur hic odio. Praesentium consequatur distinctio expedita.
Minus repellat quidem magni. Corporis iusto dolores eaque at et.
Eveniet delectus saepe recusandae mollitia magnam quasi. Nulla fuga eaque rem ipsam. Veniam nam quod atque.",Cum excepturi cum tenetur odio autem.; Debitis necessitatibus veniam harum dolor.; Alias adipisci maxime quaerat nobis ullam.; Recusandae iure nobis facere et.; Officia ducimus sint.; Iusto tenetur neque consequatur atque.,ug,"agricultural_economics, community_development, python, data_analysis",5000,Hyderabad,Ville,Telangana,596097,yes,20,2025-10-27,2025-10-06,ug,http://sem-bera.com/,2025-09-23,partner,Necessitatibus voluptate ea quis totam perspiciatis nam.
INT2109,"Agriculture Intern - Conservation officer, historic buildings","Johal, Bhatnagar and Mahajan",agriculture,"Rerum magnam quidem porro.
Fugiat inventore illum nesciunt quisquam hic modi. Ut laudantium mollitia quis harum soluta.
Consequuntur eaque saepe doloribus aliquid. Ab pariatur facere error laudantium. Nesciunt molestias harum minima nobis odit odio asperiores.",Minima delectus nemo accusamus atque repellat eligendi.; Necessitatibus laudantium excepturi officia incidunt itaque aperiam.; Ab saepe rerum vitae impedit fugiat.; Ipsum reprehenderit vero magnam autem.; Dolore officia eos placeat eveniet velit.; Incidunt voluptate quaerat nihil incidunt est.,12th,"agricultural_economics, python, community_development, data_analysis",25000,Pune,Ville,Maharashtra,340744,no,8,2025-10-14,2025-09-26,12th,https://www.sidhu.biz/,2025-09-06,scraped,Quae similique perferendis omnis.
INT2110,Agriculture Intern - Estate agent,Date-Sibal,agriculture,"Voluptatem rem eveniet numquam. Facere minima dolores pariatur. Eaque sed excepturi.
Ea facere quas error. Temporibus maiores dolorum non iure.
Ratione soluta doloremque ipsa voluptas. Assumenda fugit quam facilis est vel error. Excepturi nisi atque odit fuga.",Necessitatibus vitae modi velit voluptatibus quam quam.; Vitae voluptas dignissimos ad sequi voluptatem perferendis.; Commodi possimus provident quibusdam.; Enim quam provident minus iusto provident.,pg,"agricultural_economics, python, data_analysis, community_development",5000,New Delhi,Ville,Delhi,752894,no,4,2025-09-20,2025-09-05,pg,http://khatri.com/,2025-08-13,partner,Aliquid magnam deserunt in ipsum.
INT2111,Agriculture Intern - Diagnostic radiographer,Sarkar-Ben,agriculture,"Labore labore assumenda. Voluptate autem aliquam tempore sunt optio.
Pariatur magni maiores cum enim consectetur omnis explicabo. Praesentium tempora dignissimos officiis. Quia pariatur placeat dicta.
Optio quasi illo quaerat. Soluta consequatur laborum vitae aliquid molestiae. Labore dolor nihil labore officia.",Vel eos magni natus pariatur incidunt repellat.; Voluptates labore debitis illo ratione veniam.; Incidunt repellendus deserunt laboriosam hic fugit.; Excepturi eaque tempore vel voluptate facere facere.; Accusantium eius atque fuga facere nam aspernatur.,ug,"python, community_development, data_analysis, agricultural_economics",5000,New Delhi,Ville,Delhi,311858,yes,12,2025-12-04,2025-11-18,ug,http://chokshi-ratta.com/,2025-10-31,scraped,Nulla ipsa quo.
INT2112,"Agriculture Intern - Chemist, analytical",Sandal-Gala,agriculture,"Unde harum blanditiis repellendus.
Officia assumenda magni fugit labore aperiam et. Velit quo exercitationem neque maiores fugit aliquam. Adipisci hic omnis.
Numquam saepe ab ducimus exercitationem assumenda inventore. Facilis quae officiis eaque eaque mollitia. Quidem minima rerum deserunt. Accusantium reiciendis et possimus harum.",Sapiente provident illo porro rerum quidem.; Tempora repellat consequatur ut sed.; At non libero possimus aliquam reprehenderit adipisci.; Nam necessitatibus ipsum debitis neque mollitia.; Voluptas debitis laboriosam veniam ut.; Culpa reprehenderit excepturi recusandae.,ug,"data_analysis, community_development, agricultural_economics, python",0,Chennai,Ville,Tamil Nadu,184546,no,4,2025-12-04,2025-11-10,ug,https://www.bir-mallick.com/,2025-10-17,official,Cupiditate laudantium quia assumenda iusto aliquam.
INT2113,Agriculture Intern - Police officer,"Goswami, Srinivasan and Deol",agriculture,"Ducimus omnis qui nisi repellat veniam. Fuga aspernatur vitae dolor natus perspiciatis perferendis. Saepe vitae cum aperiam dicta doloremque ipsa eveniet. Illum maxime odio quasi dolor totam.
Cumque fugiat qui magni voluptas suscipit voluptatibus minus.
Iusto illo praesentium.",Molestias tempora quisquam sed omnis.; Et nemo reprehenderit.; Modi consectetur quibusdam optio libero officiis dicta.; Inventore asperiores occaecati delectus optio officia.; Ullam iste possimus corrupti.,ug,"community_development, python, agricultural_economics, data_analysis",25000,Bhubaneswar,Ville,Odisha,212973,no,24,2025-09-25,2025-09-11,ug,https://www.mandal.net/,2025-09-01,scraped,Vitae velit deleniti reiciendis in.
INT2114,"Agriculture Intern - Producer, radio","Kothari, Chacko and Tank",agriculture,"Maxime nemo dolore dicta. Recusandae qui ratione deserunt veritatis doloremque a ea.
Odio harum dolorem voluptate dicta. Quam at illo quos ad minima quisquam. Provident ipsum officiis quasi libero occaecati.
Praesentium eligendi corrupti amet ipsa. Veniam fuga odio recusandae impedit odio.",Nulla vel est voluptatem ad vero.; Optio commodi ad.; Asperiores vero cumque cum quam.; Amet doloremque perferendis nemo nihil veritatis expedita.; Temporibus voluptatum iusto quidem aspernatur.,12th,"agricultural_economics, python, community_development, data_analysis",0,Jaipur,Ville,Rajasthan,663655,no,4,2025-11-19,2025-10-31,12th,https://www.sundaram-subramanian.com/,2025-10-09,scraped,Voluptatibus perspiciatis id distinctio atque.
INT2115,Agriculture Intern - Ophthalmologist,Dhingra-Reddy,agriculture,Doloribus minima illum repellat iure iste expedita. Amet id quas accusamus iure. Culpa aspernatur nesciunt officiis error harum. Veniam autem perferendis reiciendis perferendis laboriosam.,Corrupti dolorem modi rem neque.; Hic eum doloremque a unde suscipit tempora.; Similique vitae similique reprehenderit perspiciatis reiciendis.; Consectetur impedit quod doloremque minima omnis.; Recusandae error aut error.; Voluptatum qui incidunt laudantium consequuntur.,ug,"python, data_analysis, agricultural_economics, community_development",20000,Lucknow,Ville,Uttar Pradesh,113406,no,20,2025-10-23,2025-10-06,ug,http://www.virk.net/,2025-09-12,official,Aut suscipit voluptas.
INT2116,Agriculture Intern - Armed forces operational officer,Dalal Ltd,agriculture,"Facilis qui consectetur hic culpa commodi deserunt. Aut nesciunt provident vitae. Vel aliquam eos est sint.
Porro neque est hic temporibus porro tenetur tempore. Possimus cupiditate officiis velit ipsa numquam quaerat.
Dolore corrupti rem recusandae. Porro voluptas nulla autem. Velit temporibus praesentium ratione autem.",Repudiandae ea at.; Inventore nesciunt assumenda quod iusto omnis voluptate.; Quis magnam consequatur aspernatur aut beatae.; Dolor illo molestiae perferendis corrupti qui exercitationem.; Officiis blanditiis cupiditate.,12th,"python, data_analysis, agricultural_economics, community_development",15000,Hyderabad,Ville,Telangana,663433,no,12,2025-10-05,2025-09-08,12th,https://www.bahri.com/,2025-08-15,partner,Possimus explicabo delectus architecto ex molestias.
INT2117,Agriculture Intern - Adult guidance worker,Mandal-Chanda,agriculture,"Exercitationem rerum corrupti rem ipsa nemo ad. Facere deleniti autem nam quibusdam provident culpa distinctio. Iste quia similique.
Corrupti officiis dolore porro natus expedita. Eum provident labore libero delectus labore reprehenderit corporis. Magnam quo neque repellat labore.
Id hic enim autem. Minima atque ducimus exercitationem.",Nostrum iste eligendi repellat.; Reprehenderit maiores laudantium iste quod.; Quod nulla sed quisquam rem.; Rem ea doloribus fuga minima occaecati.,pg,"community_development, agricultural_economics, data_analysis, python",2000,Guwahati,Ville,Assam,106849,yes,16,2025-11-10,2025-10-13,pg,http://www.kunda.com/,2025-10-06,scraped,Sequi modi iure ipsam.
INT2118,Agriculture Intern - Production engineer,Grewal Group,agriculture,"Tenetur nisi enim doloremque. Tenetur saepe corrupti tempora. Natus delectus recusandae sint.
Error animi asperiores.
Officia dolorem eum. Ratione deserunt deserunt quod asperiores dolorem doloremque. Eligendi sapiente quae exercitationem delectus illum.",Dolor illum commodi.; Unde facilis repellendus architecto.; Sequi beatae beatae nihil illo ullam dicta.; Officiis suscipit earum quia officiis amet.; Aspernatur cupiditate quo rerum perferendis inventore a.,12th,"community_development, agricultural_economics, data_analysis, python",10000,Bhubaneswar,Ville,Odisha,986766,yes,24,2025-10-08,2025-09-16,12th,http://www.walia.com/,2025-08-25,partner,Blanditiis quos quia earum deserunt consectetur porro.
INT2119,Agriculture Intern - Catering manager,"Grover, Dhawan and Virk",agriculture,"Exercitationem omnis esse accusamus. Suscipit ipsam accusamus accusantium alias iste dolorem.
Sapiente reiciendis asperiores illo quisquam accusamus cumque. Placeat ab ea numquam.
Eius possimus sunt nulla pariatur vel corrupti ipsum. Eum sit ducimus ipsum.
Architecto quam vero libero. Quam amet aperiam qui. Nobis consequatur neque.",Doloribus neque magnam amet cupiditate neque quia ad.; Repellat exercitationem nisi nemo eligendi.; Numquam at impedit reprehenderit labore eius.; Consequuntur saepe sint vel non reiciendis.; Fuga tempore sequi placeat.; Quae omnis rerum odio veniam distinctio est.,pg,"python, community_development, data_analysis, agricultural_economics",20000,Bhubaneswar,Ville,Odisha,014383,yes,20,2025-10-11,2025-09-20,pg,http://www.virk-ram.biz/,2025-09-10,official,Cum occaecati minus iusto itaque vel nam beatae.
INT2120,Agriculture Intern - Neurosurgeon,Tandon Group,agriculture,"Quidem maiores rem quidem dolor ab. Veniam dignissimos laudantium natus similique autem. Minima ex minima error minus.
Reiciendis laboriosam aliquid et. Molestiae ullam laudantium veritatis. Aliquid optio facilis nobis recusandae.",Optio dolor eligendi sapiente.; Dignissimos eaque odit eveniet corporis architecto inventore.; Voluptatem ducimus dolores nesciunt voluptatum tempora.; Sunt dicta veniam sint velit.; Ipsam deleniti velit eveniet ad earum repellendus.,diploma,"data_analysis, community_development, agricultural_economics, python",5000,Kolkata,Ville,West Bengal,004995,yes,4,2025-11-24,2025-11-09,diploma,https://www.shenoy-bajaj.com/,2025-10-20,official,Assumenda accusantium dolorem numquam vero ipsum maxime.
INT2121,"Agriculture Intern - Librarian, academic","De, Badami and Mall",agriculture,"Dolor quis delectus fuga non. Accusamus id sapiente praesentium reiciendis. Odio quibusdam blanditiis repellendus ipsa.
Modi fugit deleniti quas eaque tempore. Unde repellendus temporibus amet. Voluptatibus illo laborum provident in. Aut velit ipsum modi omnis.",Voluptatibus officiis nostrum ex veniam.; A fuga voluptatem numquam ad repellat.; Consequatur sit laboriosam ipsam laboriosam ut ea.; Adipisci voluptas consequatur labore perspiciatis laudantium eveniet ad.; Nostrum dolores ipsam asperiores.; Rerum nulla accusantium ipsam maiores.,ug,"python, agricultural_economics, community_development, data_analysis",0,Bangalore,Ville,Karnataka,972930,no,20,2025-11-23,2025-10-25,ug,https://www.ghose.com/,2025-10-11,official,Porro atque dolorum itaque quasi.
INT2122,Agriculture Intern - IT sales professional,Konda Group,agriculture,"Unde sapiente deserunt quia. Dolorem quis enim. Maxime dolorum sunt laboriosam delectus rem.
Autem aliquam quis hic tenetur quo voluptatum. Sit porro eum fuga iure fugiat. Beatae iusto explicabo voluptatibus officia vitae.",Blanditiis eum magnam incidunt dolore corporis nobis.; Repellendus a odit libero eos.; Mollitia officiis praesentium provident explicabo.; Quibusdam cum blanditiis fugit ad.; Labore amet dolorem facilis reprehenderit.; Dignissimos fugiat voluptas impedit praesentium maiores.,ug,"python, community_development, agricultural_economics, data_analysis",15000,Bhubaneswar,Ville,Odisha,421989,yes,4,2025-10-16,2025-09-27,ug,http://www.bala.com/,2025-09-01,scraped,Quaerat id commodi at recusandae.
INT2123,Agriculture Intern - Water engineer,"Lala, Chanda and Sastry",agriculture,"Explicabo corporis officiis reprehenderit impedit aperiam perferendis ipsam. Illum dolorem autem impedit.
Dicta recusandae quaerat magni a. Labore harum reprehenderit tenetur inventore. Est commodi totam quasi esse esse.
Odit eum praesentium fugiat animi quis saepe ipsum. Sit nulla quidem est nam. Quod magni eaque nihil alias.",Corrupti repellat optio.; Accusantium odio consequatur nobis.; Quae nisi labore eos.; Corrupti aliquid itaque fuga.; Delectus maxime provident mollitia laudantium corrupti.,diploma,"python, agricultural_economics, community_development, data_analysis",2000,Ahmedabad,Ville,Gujarat,760121,no,16,2025-10-15,2025-09-20,diploma,https://www.kashyap.com/,2025-08-25,official,Consequuntur eaque cumque sed ut molestias.
INT2124,Finance Intern - Biomedical engineer,Grewal LLC,finance,"Modi nostrum dolor eaque. Nulla ratione amet facilis beatae dolorum.
Aut expedita similique animi veniam eligendi reprehenderit. Dignissimos similique iusto velit doloribus atque. Optio amet expedita consequatur.
Repellendus aliquam fuga modi qui repellat itaque. Perspiciatis architecto eligendi cum.",Excepturi molestias tempore ea.; Minus officia laboriosam vitae explicabo.; Blanditiis corrupti ea omnis debitis est.; Quaerat debitis fugit.,diploma,"business_analysis, financial_modeling, sql, excel",25000,Hyderabad,Ville,Telangana,650537,yes,8,2025-10-29,2025-10-09,diploma,http://gokhale.info/,2025-09-22,scraped,Nulla temporibus natus cumque doloremque sunt illo.
INT2125,Finance Intern - Clinical cytogeneticist,Kumer LLC,finance,"Voluptatem dolores vitae nisi enim est facere soluta. Cupiditate vitae quidem adipisci. Iusto saepe eligendi repudiandae voluptas dolore.
Eius corporis necessitatibus dignissimos officia necessitatibus. Est ipsam cupiditate deleniti.",Error eligendi nobis.; Corporis cupiditate rem sapiente mollitia.; Vitae error laboriosam eos officiis repellendus perspiciatis optio.; Soluta qui rerum ipsam maiores.,ug,"business_analysis, sql, financial_modeling, excel",5000,Lucknow,Ville,Uttar Pradesh,075723,no,24,2025-10-07,2025-09-08,ug,https://www.agate.net/,2025-08-16,scraped,Consequatur ipsam nulla exercitationem quos sed.
INT2126,Finance Intern - Trading standards officer,"Ganguly, Dara and Dhaliwal",finance,"Corrupti laudantium dolore nulla. Esse tempore aspernatur soluta incidunt quae. Dignissimos quidem ratione dolore.
Consequatur veritatis ab et facere eveniet impedit at. Provident perspiciatis maiores voluptates cumque enim sequi neque.",Velit voluptas iusto voluptas.; Sunt earum illum aliquid porro.; Iusto doloribus laboriosam in.; Soluta delectus ut quibusdam.,diploma,"financial_modeling, sql, excel, business_analysis",15000,Chandigarh,Ville,Punjab,149714,yes,16,2025-10-16,2025-09-27,diploma,http://www.chakrabarti.com/,2025-09-04,scraped,Aperiam fugit error placeat.
INT2127,Finance Intern - Quarry manager,Ravi-Dhingra,finance,"Architecto quis eum necessitatibus harum quod. Vitae ipsum corrupti harum delectus iusto quo deserunt.
Impedit dolore animi. Molestias exercitationem adipisci harum. Tempora in eaque eos odit et.
Tempora nesciunt id eaque sequi. Sapiente optio placeat possimus quos molestiae cupiditate.
Quisquam modi nostrum ducimus beatae rerum.",Vero facere sit nobis suscipit ipsam.; Veniam voluptas maiores.; Rem cupiditate vero reprehenderit.; Molestiae dolorem dolorem ducimus labore sapiente eligendi.,ug,"excel, financial_modeling, business_analysis, sql",25000,Bhubaneswar,Ville,Odisha,474293,no,20,2025-10-23,2025-09-27,ug,https://wali.com/,2025-09-16,partner,Fuga quos quo quae quam.
INT2128,Finance Intern - Corporate treasurer,Dhingra LLC,finance,"Quam occaecati saepe sint perspiciatis. Officia sit aut voluptatem. Dolorem aliquid sequi veniam assumenda.
Autem molestiae saepe quidem id inventore. Ducimus incidunt eum eaque saepe.
Inventore reiciendis minus soluta culpa inventore. Alias dolores quod itaque natus accusantium.",Quasi amet id itaque iusto eos blanditiis vitae.; Asperiores voluptatem delectus ex perferendis ipsa perferendis.; Nesciunt doloremque natus esse aspernatur illo cupiditate ipsa.; Sequi pariatur accusamus recusandae minus.,diploma,"business_analysis, excel, sql, financial_modeling",5000,Guwahati,Ville,Assam,530327,yes,24,2025-09-17,2025-08-28,diploma,https://tata.com/,2025-08-05,partner,Ipsa consequuntur delectus neque.
INT2129,Finance Intern - Risk analyst,"Bajaj, Mannan and Upadhyay",finance,"Aliquam quasi alias eum dolorem recusandae. Dolor possimus laudantium eius architecto aliquam recusandae possimus. Quasi consequatur minus deleniti.
Iste quia labore. Labore numquam quaerat aperiam ducimus. Aliquid ratione autem voluptatum laborum perspiciatis.",Quas ea atque debitis neque aliquam cumque.; Dolor aliquid voluptas quidem totam.; Totam perspiciatis non sed at natus soluta.; Deleniti quia sint quasi deleniti voluptates.; Provident tenetur facere assumenda beatae adipisci facere.,pg,"business_analysis, financial_modeling, sql, excel",10000,Chandigarh,Ville,Punjab,435046,yes,24,2025-11-02,2025-10-19,pg,https://bera.org/,2025-09-22,partner,Architecto corrupti sed neque assumenda minima quae.
INT2130,Finance Intern - Arts development officer,Bumb and Sons,finance,"Laborum illum consectetur ipsam alias earum maxime. Nemo necessitatibus eum consequuntur voluptatibus molestiae.
Accusamus quia ut atque deleniti vero quae. Iste natus veniam fugit vitae assumenda fugit.
Molestias magnam et reprehenderit. Non saepe quae dolorem.
Magni aut cum. Animi porro pariatur officiis.",Perferendis ratione vitae quo officiis quae.; Perspiciatis ad nemo natus dolor.; Quod accusamus dolorum et exercitationem odit neque.; Consequatur sint quis dolorum architecto.; Provident ipsa eligendi ipsam hic ullam.,diploma,"excel, sql, business_analysis, financial_modeling",0,Guwahati,Ville,Assam,322416,no,12,2025-11-12,2025-10-22,diploma,https://ratti-kalita.com/,2025-10-15,scraped,Rem maiores vitae illum eligendi sapiente.
INT2131,Finance Intern - Biomedical scientist,Trivedi Ltd,finance,"Sunt eius porro facilis. Quaerat pariatur dolor eaque eaque.
Esse fugiat reiciendis repellendus. Veritatis et totam sit. Illo dicta ratione repellendus dignissimos.
Odit quas quis porro ea nostrum a. Doloribus ducimus consequuntur ad laborum distinctio molestiae.",Nesciunt sit eaque fugiat dignissimos commodi nesciunt.; Vel vero expedita ex inventore.; Neque in totam delectus autem voluptas esse.; Accusamus voluptatem commodi iusto aspernatur.; Nisi autem hic natus facere.; Harum nihil molestias ea sed voluptate ducimus.,pg,"excel, sql, business_analysis, financial_modeling",15000,Bhubaneswar,Ville,Odisha,762026,no,8,2025-11-30,2025-11-14,pg,https://doshi.com/,2025-10-28,official,Iusto ipsa nesciunt magni blanditiis voluptas.
INT2132,Finance Intern - Recycling officer,"Bora, Toor and Dhingra",finance,"Expedita doloremque pariatur nesciunt. Ea doloremque maiores praesentium.
Ipsam sit nemo optio quas. Optio fugit sint suscipit sunt delectus. Enim quis voluptas aperiam pariatur aspernatur.
Ad dolore laboriosam harum molestiae. Nemo dignissimos debitis sint accusantium. Expedita esse dolor.",Rem illum libero optio officia.; Sequi quisquam ratione est similique.; Dolore beatae earum officiis fugiat consequatur fugit.; Fuga facere corrupti aut magni.; Harum quod illo.; Fugit expedita quas.,diploma,"business_analysis, financial_modeling, sql, excel",5000,Ahmedabad,Ville,Gujarat,472439,yes,16,2025-10-24,2025-09-26,diploma,http://www.dugal-sur.com/,2025-09-06,partner,Nulla consectetur eligendi asperiores.
INT2133,Finance Intern - Conference centre manager,Khosla-Bhalla,finance,"Minus eos earum. Perspiciatis illum dolorum architecto. Vero aspernatur asperiores atque eaque quidem occaecati.
Provident non illo molestiae expedita laudantium tenetur repellat. Voluptas deserunt accusamus ut laboriosam. Harum at amet esse voluptas aliquid.",Minima odio vel consectetur voluptatum dolores.; Consequatur natus explicabo molestias esse inventore quod.; Doloribus neque nisi sint ipsa ullam consectetur ex.; Ea dolorem officiis animi nulla necessitatibus.; Suscipit itaque veniam atque quos praesentium voluptatum.,12th,"excel, business_analysis, sql, financial_modeling",15000,Bangalore,Ville,Karnataka,171504,yes,20,2025-10-24,2025-10-08,12th,https://www.borra.com/,2025-09-22,partner,Enim porro quaerat hic.
INT2134,Finance Intern - Clinical molecular geneticist,Chaudhary-Rastogi,finance,"Aliquam enim et velit delectus ipsum.
Odit voluptate aliquid facere ex accusamus. Consequuntur eos adipisci at voluptate sit exercitationem culpa. Inventore et alias rerum sit velit perferendis.
Excepturi maxime nostrum voluptatem illo corrupti ullam.",Reprehenderit quaerat distinctio vel.; Optio non quos hic in.; Dignissimos nostrum in eius pariatur explicabo distinctio.; Deserunt quo doloribus dolores doloribus ipsum.; Voluptatibus quisquam veritatis enim sequi.,diploma,"business_analysis, sql, financial_modeling, excel",25000,Kolkata,Ville,West Bengal,466966,yes,8,2025-09-25,2025-09-09,diploma,https://dhaliwal-ganesan.com/,2025-08-11,official,Cupiditate vero nemo deleniti maxime quam.
INT2135,Finance Intern - Writer,"Kala, Majumdar and Kannan",finance,"Labore culpa laudantium quasi ipsam reiciendis omnis. Saepe dolor dolores laborum mollitia incidunt suscipit. Suscipit explicabo quidem enim architecto dolorem tempora.
Tempora labore voluptates laudantium. A debitis molestiae repellendus quia consequatur. Ipsa vero repudiandae.
Officiis nulla error nostrum blanditiis. Provident adipisci animi.",Minus inventore consequatur reiciendis eveniet.; Voluptatum quod eveniet minima in libero quas.; Harum velit magni soluta officiis officiis.; Quidem natus asperiores tempora eveniet itaque.,ug,"business_analysis, financial_modeling, sql, excel",5000,Chandigarh,Ville,Punjab,644814,yes,8,2025-09-23,2025-09-08,ug,https://balan.com/,2025-08-11,scraped,Voluptas consectetur sit soluta corporis.
INT2136,Finance Intern - Hydrogeologist,Bhatnagar-Chana,finance,"Aut officia qui dolor eaque. Ipsa est ipsam ad molestiae architecto libero. Maiores cumque repudiandae suscipit.
Quibusdam laborum nam vel. Totam soluta dolorum sequi aliquam rem voluptatum. Pariatur cumque tempora. Laboriosam molestias inventore facilis et suscipit odit.",Fuga illum eius similique.; Corrupti perspiciatis voluptates assumenda eveniet veritatis cupiditate.; Et ullam quos magni ad laboriosam.; Adipisci earum dolore itaque sapiente.,diploma,"business_analysis, financial_modeling, sql, excel",15000,Mysore,Ville,Karnataka,110311,no,12,2025-11-28,2025-11-04,diploma,https://ramachandran-iyer.biz/,2025-10-19,partner,Dolorem alias quis aut odio assumenda dolorum voluptatem.
INT2137,Finance Intern - Sports therapist,Deol Ltd,finance,"Odio fugit reiciendis ipsum sint accusamus rerum. Temporibus deleniti blanditiis maxime ullam animi. Placeat tenetur ratione aliquid aliquid ratione iure.
Porro occaecati maxime nisi non quisquam deserunt. Quasi possimus at provident quibusdam architecto. Delectus at culpa dolor ex. Ducimus minima fugit debitis nobis.",Aliquid rerum veritatis hic tenetur numquam.; Animi consequuntur sed cupiditate dolorum fugit.; Soluta dicta sit deleniti.; Suscipit quod omnis ab aliquam voluptatem.; Quod reiciendis nisi tempore tenetur.,ug,"financial_modeling, business_analysis, excel, sql",15000,New Delhi,Ville,Delhi,748587,no,12,2025-10-05,2025-09-20,ug,https://www.sheth-jayaraman.com/,2025-09-09,scraped,Ea consectetur ad eligendi omnis possimus.
INT2138,"Finance Intern - Surveyor, mining",Barman-Barad,finance,"Nostrum atque consequatur ab vel natus veniam optio. Quas dolorum nemo iste nostrum ratione esse laboriosam.
Tempora minima nesciunt incidunt quibusdam consectetur. Sunt perferendis reprehenderit saepe aperiam.
A soluta natus iste tempora sequi. Aperiam tempore dolorum mollitia.",Fugit nobis minima sapiente dignissimos iste earum repellendus.; Aperiam explicabo vero repellendus incidunt iusto.; Ullam rerum impedit tenetur eius.; Libero repellat ratione ea fugit molestias tempora.,pg,"excel, financial_modeling, business_analysis, sql",15000,Kolkata,Ville,West Bengal,433765,no,16,2025-11-07,2025-10-16,pg,https://halder.org/,2025-09-29,official,Fuga libero iste reprehenderit.
INT2139,"Finance Intern - Education officer, community",Tella-Uppal,finance,"Architecto voluptatibus minima. Amet molestias nam qui velit dicta saepe. Voluptate animi repellendus adipisci esse ullam exercitationem.
Illum et cupiditate consequuntur. Voluptatum natus enim nulla similique cupiditate nemo. Nihil aspernatur nihil ut vel deleniti rerum.
Nihil quia quo officia architecto. Adipisci earum veritatis explicabo.",Nobis aliquid consequatur nesciunt non adipisci esse.; Non quibusdam nemo non labore.; Quas repellat et reprehenderit temporibus.; Fugiat similique voluptate officiis aspernatur.; Fugiat saepe asperiores distinctio ipsum ab ad tempore.; Omnis omnis facere saepe dolorem soluta.,ug,"financial_modeling, business_analysis, sql, excel",25000,Chandigarh,Ville,Punjab,838992,yes,4,2025-11-04,2025-10-08,ug,http://raval.org/,2025-09-23,partner,Tempora doloremque quos tempora vitae.
INT2140,Media Intern - Curator,Bajwa-Dave,media,"Sed rem iure voluptas cum ipsum officia consequuntur. Eius rem nesciunt culpa autem. Quaerat impedit saepe nobis tempora deleniti.
Perferendis voluptatem necessitatibus qui veritatis corporis. Facere aliquid maiores voluptatibus. Vitae illo error veritatis nobis aperiam.
Nisi hic vero dicta odio officia sapiente. Animi ad maiores facilis.",Illum aliquam eveniet tempore numquam eum.; Voluptas autem libero.; Labore rerum deleniti provident fugiat nesciunt doloribus quidem.; Voluptatibus rem officia dolore perspiciatis.,12th,"social_media, adobe_photoshop, adobe_illustrator, video_editing",0,Kolkata,Ville,West Bengal,519721,yes,12,2025-10-04,2025-09-08,12th,https://www.vyas.net/,2025-08-10,scraped,Deserunt aliquid vero quos ab earum maxime.
INT2141,Media Intern - Technical brewer,Manne Group,media,"Consequuntur necessitatibus quaerat iusto beatae. Sint labore at id animi. Quod aliquam neque perspiciatis nihil.
Omnis quae numquam voluptatum est. Ratione similique aliquam molestias.
Illum recusandae non nihil architecto ad. Nisi illo quasi unde nisi vitae.",Cumque inventore a.; Sint voluptatem iure quidem rerum esse.; Harum architecto nisi dolorum vitae.; Quo earum laudantium enim dignissimos.,12th,"video_editing, adobe_photoshop, adobe_illustrator, social_media",5000,Mysore,Ville,Karnataka,850673,no,4,2025-12-04,2025-11-14,12th,http://kaul.com/,2025-10-23,official,Atque aliquam quidem ut mollitia a laborum.
INT2142,Media Intern - Armed forces logistics/support/administrative officer,"Vasa, Joshi and Sood",media,"Possimus voluptatibus eaque cupiditate. Repudiandae consequatur accusamus dignissimos. Et sit ratione quia.
Aspernatur unde natus dolor cum. Hic provident eos adipisci voluptas quibusdam. Laboriosam repellat illo molestias dolorum libero quod.",Blanditiis eaque consequatur natus iusto assumenda dignissimos.; Perspiciatis culpa veniam facilis ea fuga consequuntur.; In ratione repellendus veniam ducimus esse quaerat.; Fugiat omnis minima blanditiis tempore.; Quo quis veritatis perspiciatis eius quidem tempora ab.; Similique iusto ex rerum eveniet.,12th,"adobe_photoshop, video_editing, social_media, digital_marketing",25000,Hyderabad,Ville,Telangana,048429,yes,12,2025-10-26,2025-09-27,12th,https://www.sibal-subramaniam.info/,2025-09-03,official,Autem numquam cumque labore recusandae libero totam.
INT2143,"Media Intern - Accountant, chartered management",Grover and Sons,media,"Ducimus animi incidunt esse. Quis quae expedita repellat doloribus odit.
Minima temporibus saepe eligendi. Quas totam ipsam aliquam doloremque labore. Id ab eum tempora quibusdam numquam rem.
Dolore unde non consectetur. Omnis laboriosam repudiandae amet atque at aliquam.",Temporibus animi voluptas cupiditate enim.; Ratione pariatur repellendus exercitationem.; Facere laudantium dolores est ipsa sapiente.; A possimus eligendi laborum sint.; Asperiores praesentium repellat rerum mollitia temporibus nulla eaque.,diploma,"social_media, adobe_illustrator, video_editing, digital_marketing",2000,Chandigarh,Ville,Punjab,613740,yes,24,2025-11-28,2025-10-29,diploma,http://www.gopal.com/,2025-10-01,scraped,Ducimus perspiciatis facere facere quia quos.
